1.928810606730546340e+01,1.209620983265289418e+01,8.144594019946637786e+00,-1.712938116799129773e-01,4.550553113471860200e-01,0.000000000000000000e+00,2.331057413409420853e+00,3.275498959040011648e+00,6.347987481463491122e+00,6.719138315493028202e+00,8.174800615142116200e+00
1.910898932054919896e+01,1.258023645328971263e+01,8.144594019946637786e+00,-1.791167467562644333e-01,4.840266206368184498e-01,0.000000000000000000e+00,2.537463871888331557e+00,3.527773341657586936e+00,6.560184412527669373e+00,7.111141726068992419e+00,8.541585840951286812e+00
1.894119823428619398e+01,1.303989837812724772e+01,8.144594019946637786e+00,-1.677910862630049849e-01,4.596619248375350963e-01,0.000000000000000000e+00,3.009479864538803895e+00,3.925000425103105872e+00,7.061114486025886094e+00,7.309931207151362464e+00,8.723759441427301198e+00
1.877654755106415863e+01,1.350420250099793229e+01,8.144594019946637786e+00,-1.646506832220353544e-01,4.643041228706845658e-01,0.000000000000000000e+00,3.406892721473520957e+00,4.133038400311271232e+00,7.358007374342384388e+00,7.826863691664344813e+00,9.025877610699543752e+00
1.859965078407988059e+01,1.398774735805733371e+01,8.144594019946637786e+00,-1.768967669842780310e-01,4.835448570594014228e-01,0.000000000000000000e+00,3.874467073916794124e+00,4.549237125525252168e+00,7.759263337861492360e+00,8.074366467454739293e+00,9.258213412925735852e+00
1.873678266997156783e+01,1.349261721376907630e+01,4.907157888672375456e+00,1.371318858916872330e-01,-4.951301442882574122e-01,-3.237436131274262330e+00,3.411186566301205758e+00,4.217923871642185851e+00,7.426385541633760745e+00,7.623581944396455867e+00,9.008688675010589009e+00
1.887149518041217178e+01,1.300375815628101606e+01,4.907157888672375456e+00,1.347125104406039497e-01,-4.888590574880602446e-01,0.000000000000000000e+00,3.122913371975597485e+00,3.830882646573905870e+00,6.951135504876590154e+00,7.319637323143214580e+00,8.666874135122958123e+00
1.899144442165439983e+01,1.252718275109717716e+01,4.907157888672375456e+00,1.199492412422280552e-01,-4.765754051838388961e-01,0.000000000000000000e+00,2.766284985630673265e+00,3.643909826922271833e+00,6.601931966289642517e+00,6.968426119703352128e+00,8.631590493727550495e+00
1.911971516828613815e+01,1.202805776426639639e+01,4.907157888672375456e+00,1.282707466317383194e-01,-4.991249868307807702e-01,0.000000000000000000e+00,2.510904600320439162e+00,3.455212426674513893e+00,6.084164680540221859e+00,6.536743275091138727e+00,8.335018497180286090e+00
1.924259028598109467e+01,1.154942752715767718e+01,4.907157888672375456e+00,1.228751176949565149e-01,-4.786302371087192142e-01,0.000000000000000000e+00,2.237901842033868327e+00,3.259184245151206305e+00,5.658073716484759430e+00,6.321450462583214858e+00,8.224136515662900493e+00
1.936960297970956901e+01,1.105661613028049217e+01,4.907157888672375456e+00,1.270126937284743462e-01,-4.928113968771850040e-01,0.000000000000000000e+00,2.195810162806312249e+00,3.248108098429371537e+00,5.479163516707854953e+00,6.040983610288505723e+00,8.112391432824693993e+00
